theta1,theta2,t
0.9412,1.8243,17.580000000000002
0.9414899999999999,1.8241,17.6
0.94178,1.8238,17.62
0.94206,1.8236,17.64
0.94235,1.8234,17.66
0.9426399999999999,1.8231,17.68
0.9429200000000001,1.8229,17.7
0.94321,1.8227,17.72
0.9435,1.8224,17.740000000000002
0.94378,1.8222,17.76
0.9440700000000001,1.8219,17.78
0.9443600000000001,1.8217,17.8
0.9446399999999999,1.8215,17.82
0.9449299999999999,1.8212,17.84
0.9452200000000001,1.821,17.86
0.9455,1.8208,17.88
0.9457899999999999,1.8205,17.900000000000002
0.9460799999999999,1.8203,17.92
0.9463600000000001,1.8201,17.94
0.94665,1.8198,17.96
0.94694,1.8196,17.98
0.9472200000000001,1.8194,18.0
0.9475100000000001,1.8191,18.02
0.9477899999999999,1.8189,18.04
0.9480799999999999,1.8187,18.06
0.94837,1.8184,18.080000000000002
0.94865,1.8182,18.1
0.94894,1.818,18.12
0.9492299999999999,1.8178,18.14
0.9495100000000001,1.8175,18.16
0.9498,1.8173,18.18
0.95009,1.8171,18.2
0.95037,1.8168,18.22
0.9506600000000001,1.8166,18.240000000000002
0.95095,1.8164,18.26
0.9512299999999999,1.8162,18.28
0.95152,1.8159,18.3
0.95181,1.8157,18.32
0.95209,1.8155,18.34
0.9523799999999999,1.8153,18.36
0.9526600000000001,1.815,18.38
0.95295,1.8148,18.400000000000002
0.95324,1.8146,18.42
0.95352,1.8144,18.44
0.95381,1.8142,18.46
0.9541,1.8139,18.48
0.9543799999999999,1.8137,18.5
0.95467,1.8135,18.52
0.95495,1.8133,18.54
0.95524,1.8130000000000002,18.56
0.9555299999999999,1.8128,18.580000000000002
0.95581,1.8126,18.6
0.9561,1.8124,18.62
0.9563799999999999,1.8122,18.64
0.95667,1.8119999999999998,18.66
0.95696,1.8117,18.68
0.95724,1.8115,18.7
0.9575299999999999,1.8113,18.72
0.95781,1.8111,18.740000000000002
0.9581,1.8109,18.76
0.9583799999999999,1.8107,18.78
0.95867,1.8104,18.8
0.95896,1.8102,18.82
0.95924,1.81,18.84
0.9595299999999999,1.8098,18.86
0.95981,1.8096,18.88
0.9601,1.8094,18.900000000000002
0.9603799999999999,1.8092,18.92
0.96067,1.8089,18.94
0.96095,1.8087,18.96
0.96124,1.8085,18.98
0.96152,1.8083,19.0
0.96181,1.8081,19.02
0.96209,1.8079,19.04
0.9623799999999999,1.8077,19.06
0.9626600000000001,1.8075,19.080000000000002
0.96295,1.8073,19.1
0.9632299999999999,1.8071,19.12
0.96352,1.8069,19.14
0.9638,1.8066,19.16
0.96409,1.8064,19.18
0.9643700000000001,1.8062,19.2
0.9646600000000001,1.806,19.22
0.9649399999999999,1.8058,19.240000000000002
0.9652200000000001,1.8056,19.26
0.9655100000000001,1.8054,19.28
0.9657899999999999,1.8052,19.3
0.9660799999999999,1.805,19.32
0.96636,1.8048,19.34
0.96665,1.8046,19.36
0.96693,1.8044,19.38
0.96721,1.8042,19.400000000000002
0.9675,1.804,19.42
0.96778,1.8038,19.44
0.96806,1.8036,19.46
0.96835,1.8034,19.48
0.9686299999999999,1.8032,19.5
0.96891,1.8030000000000002,19.52
0.9692,1.8028,19.54
0.9694799999999999,1.8026,19.56
0.9697600000000001,1.8024,19.580000000000002
0.97005,1.8022,19.6
0.9703299999999999,1.8019999999999998,19.62
0.9706100000000001,1.8018,19.64
0.9709,1.8016,19.66
0.9711799999999999,1.8014,19.68
0.97146,1.8012,19.7
0.9717399999999999,1.801,19.72
0.97203,1.8009,19.740000000000002
0.97231,1.8007,19.76
0.97259,1.8005,19.78
0.9728700000000001,1.8003,19.8
0.97316,1.8001,19.82
0.97344,1.7999,19.84
0.97372,1.7997,19.86
0.9740000000000001,1.7995,19.88
0.9742799999999999,1.7993,19.900000000000002
0.97456,1.7991,19.92
0.97485,1.7989,19.94
0.9751299999999999,1.7988,19.96
0.97541,1.7986,19.98
0.97569,1.7984,20.0
0.9759700000000001,1.7982,20.02
0.97625,1.798,20.04
0.9765299999999999,1.7978,20.06
0.9768100000000001,1.7976,20.080000000000002
0.97709,1.7975,20.1
0.9773700000000001,1.7973,20.12
0.97765,1.7971,20.14
0.97793,1.7969,20.16
0.97821,1.7967,20.18
0.9785,1.7965,20.2
0.9787799999999999,1.7964,20.22
0.97905,1.7962,20.240000000000002
0.9793299999999999,1.796,20.26
0.9796100000000001,1.7958,20.28
0.9798899999999999,1.7956,20.3
0.9801700000000001,1.7955,20.32
0.98045,1.7953,20.34
0.9807299999999999,1.7951,20.36
0.98101,1.7949,20.38
0.98129,1.7948,20.400000000000002
0.98157,1.7946,20.42
0.98185,1.7944,20.44
0.98213,1.7942,20.46
0.9824,1.794,20.48
0.9826799999999999,1.7939,20.5
0.9829600000000001,1.7937,20.52
0.98324,1.7935,20.54
0.9835200000000001,1.7934,20.56
0.9837899999999999,1.7932,20.580000000000002
0.9840700000000001,1.7930000000000001,20.6
0.98435,1.7928,20.62
0.9846299999999999,1.7927,20.64
0.9849,1.7925,20.66
0.98518,1.7923,20.68
0.98546,1.7922,20.7
0.98574,1.7919999999999998,20.72
0.98601,1.7918,20.740000000000002
0.98629,1.7916,20.76
0.98656,1.7915,20.78
0.9868399999999999,1.7913,20.8
0.9871200000000001,1.7911,20.82
0.98739,1.791,20.84
0.98767,1.7908,20.86
0.98795,1.7907,20.88
0.9882200000000001,1.7905,20.900000000000002
0.9885,1.7903,20.92
0.98877,1.7902,20.94
0.98905,1.79,20.96
0.9893200000000001,1.7898,20.98
0.9896,1.7897,21.0
0.98987,1.7895,21.02
0.99015,1.7894,21.04
0.9904200000000001,1.7892,21.06
0.99069,1.7890000000000001,21.080000000000002
0.99097,1.7889,21.1
0.99124,1.7887,21.12
0.9915200000000001,1.7886,21.14
0.99179,1.7884,21.16
0.99206,1.7882,21.18
0.99234,1.7881,21.2
0.99261,1.7879,21.22
0.9928799999999999,1.7878,21.240000000000002
0.99316,1.7876,21.26
0.9934299999999999,1.7875,21.28
0.9937,1.7873,21.3
0.99397,1.7872,21.32
0.99425,1.787,21.34
0.9945200000000001,1.7869,21.36
0.99479,1.7867,21.38
0.9950600000000001,1.7865,21.400000000000002
0.9953299999999999,1.7864,21.42
0.9956,1.7862,21.44
0.99587,1.7861,21.46
0.99615,1.7859,21.48
0.9964200000000001,1.7858,21.5
0.99669,1.7857,21.52
0.9969600000000001,1.7855,21.54
0.99723,1.7854,21.56
0.9975,1.7852,21.580000000000002
0.99777,1.7851,21.6
0.9980399999999999,1.7849,21.62
0.99831,1.7848,21.64
0.9985799999999999,1.7846,21.66
0.99885,1.7845,21.68
0.9991200000000001,1.7843,21.7
0.9993799999999999,1.7842,21.72
0.99965,1.7841,21.740000000000002
0.99992,1.7839,21.76
1.0002,1.7838,21.78
1.0005,1.7836,21.8
1.0007,1.7835,21.82
1.001,1.7834,21.84
1.0013,1.7832,21.86
1.0015,1.7831,21.88
1.0018,1.7829,21.900000000000002
1.0021,1.7828,21.92
1.0023,1.7827,21.94
1.0026,1.7825,21.96
1.0029,1.7824,21.98
1.0031,1.7823,22.0
1.0034,1.7821,22.02
1.0037,1.7819999999999998,22.04
1.0039,1.7819,22.06
1.0042,1.7817,22.080000000000002
1.0045,1.7816,22.1
1.0047,1.7815,22.12
1.005,1.7813,22.14
1.0053,1.7812,22.16
1.0055,1.7811,22.18
1.0058,1.7809,22.2
1.006,1.7808,22.22
1.0063,1.7807,22.240000000000002
1.0066,1.7805,22.26
1.0068,1.7804,22.28
1.0071,1.7803,22.3
1.0074,1.7802,22.32
1.0076,1.78,22.34
1.0079,1.7799,22.36
1.0082,1.7798,22.38
1.0084,1.7797,22.400000000000002
1.0087,1.7795,22.42
1.0089,1.7794,22.44
1.0092,1.7793,22.46
1.0095,1.7792,22.48
1.0097,1.7791,22.5
1.01,1.7789,22.52
1.0102,1.7788,22.54
1.0105,1.7787,22.56
1.0108,1.7786,22.580000000000002
1.011,1.7785,22.6
1.0113,1.7783,22.62
1.0115,1.7782,22.64
1.0118,1.7781,22.66
1.0121,1.778,22.68
1.0123,1.7779,22.7
1.0126,1.7778,22.72
1.0128,1.7776,22.740000000000002
1.0131,1.7775,22.76
1.0134,1.7774,22.78
1.0136,1.7773,22.8
1.0139,1.7772,22.82
1.0141,1.7771,22.84
1.0144,1.777,22.86
1.0146,1.7769,22.88
1.0149,1.7767,22.900000000000002
1.0152,1.7766,22.92
1.0154,1.7765,22.94
1.0157,1.7764,22.96
1.0159,1.7763,22.98
1.0162,1.7762,23.0
1.0164,1.7761,23.02
1.0167,1.776,23.04
1.0169,1.7759,23.06
1.0172,1.7758,23.080000000000002
1.0175,1.7757,23.1
1.0177,1.7756,23.12
1.018,1.7755,23.14
1.0182,1.7754,23.16
1.0185,1.7753,23.18
1.0187,1.7752,23.2
1.0190000000000001,1.7751,23.22
1.0192,1.775,23.240000000000002
1.0195,1.7749,23.26
1.0197,1.7748,23.28
1.02,1.7747,23.3
1.0202,1.7746,23.32
1.0205,1.7745,23.34
1.0207,1.7744,23.36
1.021,1.7743,23.38
1.0212,1.7742,23.400000000000002
1.0215,1.7741,23.42
1.0217,1.774,23.44
1.022,1.7739,23.46
1.0222,1.7738,23.48
1.0225,1.7737,23.5
1.0227,1.7736,23.52
1.023,1.7735,23.54
1.0232,1.7734,23.56
1.0235,1.7733,23.580000000000002
1.0237,1.7732,23.6
1.024,1.7732,23.62
1.0242,1.7731,23.64
1.0245,1.7730000000000001,23.66
1.0247,1.7729,23.68
1.025,1.7728,23.7
1.0252,1.7727,23.72
1.0255,1.7726,23.740000000000002
1.0257,1.7725,23.76
1.026,1.7725,23.78
1.0262,1.7724,23.8
1.0264,1.7723,23.82
1.0267,1.7722,23.84
1.0269,1.7721,23.86
1.0272,1.7719999999999998,23.88
1.0274,1.7719999999999998,23.900000000000002
1.0277,1.7719,23.92
1.0279,1.7718,23.94
1.0282,1.7717,23.96
1.0284,1.7716,23.98
1.0286,1.7716,24.0
1.0289,1.7715,24.02
1.0291,1.7714,24.04
1.0294,1.7713,24.060000000000002
1.0296,1.7713,24.080000000000002
1.0299,1.7712,24.1
1.0301,1.7711,24.12
1.0303,1.771,24.14
1.0306,1.771,24.16
1.0308,1.7709,24.18
1.0311,1.7708,24.2
1.0313,1.7707,24.22
1.0315,1.7707,24.240000000000002
1.0318,1.7706,24.26
1.032,1.7705,24.28
1.0323,1.7705,24.3
1.0325,1.7704,24.32
1.0327,1.7703,24.34
1.033,1.7703,24.36
1.0332,1.7702,24.38
1.0334,1.7701,24.400000000000002
1.0337,1.7701,24.42
1.0339,1.77,24.44
1.0342,1.7699,24.46
1.0344,1.7699,24.48
1.0346,1.7698,24.5
1.0349,1.7697,24.52
1.0351,1.7697,24.54
1.0353,1.7696,24.560000000000002
1.0356,1.7695,24.580000000000002
1.0358,1.7695,24.6
1.036,1.7694,24.62
1.0363,1.7694,24.64
1.0365,1.7693,24.66
1.0367,1.7692,24.68
1.037,1.7692,24.7
1.0372,1.7691,24.72
1.0374,1.7691,24.740000000000002
1.0377,1.7690000000000001,24.76
1.0379,1.7690000000000001,24.78
1.0381,1.7689,24.8
1.0384,1.7689,24.82
1.0386,1.7688,24.84
1.0388,1.7687,24.86
1.0390000000000001,1.7687,24.88
1.0393,1.7686,24.900000000000002
1.0395,1.7686,24.92
1.0397,1.7685,24.94
1.04,1.7685,24.96
1.0402,1.7684,24.98
1.0404,1.7684,25.0
1.0407,1.7683,25.02
1.0409,1.7683,25.04
1.0411,1.7682,25.060000000000002
1.0413,1.7682,25.080000000000002
1.0416,1.7682,25.1
1.0418,1.7681,25.12
1.042,1.7681,25.14
1.0422,1.768,25.16
1.0425,1.768,25.18
1.0427,1.7679,25.2
1.0429,1.7679,25.22
1.0431,1.7679,25.240000000000002
1.0434,1.7678,25.26
1.0436,1.7678,25.28
1.0438,1.7677,25.3
1.044,1.7677,25.32
1.0443,1.7677,25.34
1.0445,1.7676,25.36
1.0447,1.7676,25.38
1.0449,1.7675,25.400000000000002
1.0451,1.7675,25.42
1.0454,1.7675,25.44
1.0456,1.7674,25.46
1.0458,1.7674,25.48
1.046,1.7674,25.5
1.0463,1.7673,25.52
1.0465,1.7673,25.54
1.0467,1.7673,25.560000000000002
1.0469,1.7672,25.580000000000002
1.0471,1.7672,25.6
1.0473,1.7672,25.62
1.0476,1.7671,25.64
1.0478,1.7671,25.66
1.048,1.7671,25.68
1.0482,1.7671,25.7
1.0484,1.767,25.72
1.0487,1.767,25.740000000000002
1.0489,1.767,25.76
1.0491,1.7669,25.78
1.0493,1.7669,25.8
1.0495,1.7669,25.82
1.0497,1.7669,25.84
1.0499,1.7669,25.86
1.0502,1.7668,25.88
1.0504,1.7668,25.900000000000002
1.0506,1.7668,25.92
1.0508,1.7668,25.94
1.051,1.7667,25.96
1.0512,1.7667,25.98
1.0514,1.7667,26.0
1.0516,1.7667,26.02
1.0519,1.7667,26.04
1.0521,1.7667,26.060000000000002
1.0523,1.7666,26.080000000000002
1.0525,1.7666,26.1
1.0527,1.7666,26.12
1.0529,1.7666,26.14
1.0531,1.7666,26.16
1.0533,1.7666,26.18
1.0535,1.7665,26.2
1.0537,1.7665,26.22
1.054,1.7665,26.240000000000002
1.0542,1.7665,26.26
1.0544,1.7665,26.28
1.0546,1.7665,26.3
1.0548,1.7665,26.32
1.055,1.7665,26.34
1.0552,1.7665,26.36
1.0554,1.7665,26.38
1.0556,1.7665,26.400000000000002
1.0558,1.7664,26.42
1.056,1.7664,26.44
1.0562,1.7664,26.46
1.0564,1.7664,26.48
1.0566,1.7664,26.5
1.0568,1.7664,26.52
1.057,1.7664,26.54
1.0572,1.7664,26.560000000000002
1.0574,1.7664,26.580000000000002
1.0576,1.7664,26.6
1.0578,1.7664,26.62
1.058,1.7664,26.64
1.0582,1.7664,26.66
1.0584,1.7664,26.68
1.0586,1.7664,26.7
1.0588,1.7664,26.72
1.0590000000000002,1.7664,26.740000000000002
1.0592,1.7664,26.76
1.0594,1.7664,26.78
1.0596,1.7664,26.8
1.0598,1.7664,26.82
1.06,1.7665,26.84
1.0602,1.7665,26.86
1.0604,1.7665,26.88
1.0606,1.7665,26.900000000000002
1.0608,1.7665,26.92
1.061,1.7665,26.94
1.0612,1.7665,26.96
1.0614,1.7665,26.98
1.0616,1.7665,27.0
1.0618,1.7665,27.02
1.062,1.7665,27.04
1.0622,1.7666,27.060000000000002
1.0624,1.7666,27.080000000000002
1.0626,1.7666,27.1
1.0628,1.7666,27.12
1.0629,1.7666,27.14
1.0631,1.7666,27.16
1.0633,1.7667,27.18
1.0635,1.7667,27.2
1.0637,1.7667,27.22
1.0639,1.7667,27.240000000000002
1.0641,1.7667,27.26
1.0643,1.7667,27.28
1.0645,1.7668,27.3
1.0647,1.7668,27.32
1.0648,1.7668,27.34
1.065,1.7668,27.36
1.0652,1.7669,27.38
1.0654,1.7669,27.400000000000002
1.0656,1.7669,27.42
1.0658,1.7669,27.44
1.0659999999999998,1.7669,27.46
1.0662,1.767,27.48
1.0663,1.767,27.5
1.0665,1.767,27.52
1.0667,1.7671,27.54
1.0669,1.7671,27.560000000000002
1.0671,1.7671,27.580000000000002
1.0673,1.7671,27.6
1.0674,1.7672,27.62
1.0676,1.7672,27.64
1.0678,1.7672,27.66
1.068,1.7673,27.68
1.0682,1.7673,27.7
1.0683,1.7673,27.72
1.0685,1.7674,27.740000000000002
1.0687,1.7674,27.76
1.0689,1.7674,27.78
1.0691,1.7675,27.8
1.0692,1.7675,27.82
1.0694,1.7675,27.84
1.0696,1.7676,27.86
1.0698,1.7676,27.88
1.07,1.7676,27.900000000000002
1.0701,1.7677,27.92
1.0703,1.7677,27.94
1.0705,1.7678,27.96
1.0707,1.7678,27.98
1.0708,1.7678,28.0
1.071,1.7679,28.02
1.0712,1.7679,28.04
1.0714,1.768,28.060000000000002
1.0715,1.768,28.080000000000002
1.0717,1.7681,28.1
1.0719,1.7681,28.12
1.0721,1.7682,28.14
1.0722,1.7682,28.16
1.0724,1.7682,28.18
1.0726,1.7683,28.2
1.0727,1.7683,28.22
1.0729,1.7684,28.240000000000002
1.0731,1.7684,28.26
1.0733,1.7685,28.28
1.0734,1.7685,28.3
1.0736,1.7686,28.32
1.0738,1.7686,28.34
1.0739,1.7687,28.36
1.0741,1.7687,28.38
1.0743,1.7688,28.400000000000002
1.0744,1.7689,28.42
1.0746,1.7689,28.44
1.0748,1.7690000000000001,28.46
1.0749,1.7690000000000001,28.48
1.0751,1.7691,28.5
1.0753,1.7691,28.52
1.0754,1.7692,28.54
1.0756,1.7692,28.560000000000002
1.0757,1.7693,28.580000000000002
1.0759,1.7694,28.6
1.0761,1.7694,28.62
1.0762,1.7695,28.64
1.0764,1.7695,28.66
1.0766,1.7696,28.68
1.0767,1.7697,28.7
1.0769,1.7697,28.72
1.077,1.7698,28.740000000000002
1.0772,1.7699,28.76
1.0774,1.7699,28.78
1.0775,1.77,28.8
1.0777,1.77,28.82
1.0778,1.7701,28.84
1.078,1.7702,28.86
1.0782,1.7703,28.88
1.0783,1.7703,28.900000000000002
1.0785,1.7704,28.92
1.0786,1.7705,28.94
1.0788,1.7705,28.96
1.0789,1.7706,28.98
1.0791,1.7707,29.0
1.0792,1.7707,29.02
1.0794,1.7708,29.04
1.0796,1.7709,29.060000000000002
1.0797,1.771,29.080000000000002
1.0799,1.771,29.1
1.08,1.7711,29.12
1.0802,1.7712,29.14
1.0803,1.7713,29.16
1.0805,1.7713,29.18
1.0806,1.7714,29.2
1.0808,1.7715,29.22
1.0809,1.7716,29.240000000000002
1.0811,1.7716,29.26
1.0812,1.7717,29.28
1.0814,1.7718,29.3
1.0815,1.7719,29.32
1.0817,1.7719999999999998,29.34
1.0818,1.7719999999999998,29.36
1.082,1.7721,29.38
1.0821,1.7722,29.400000000000002
1.0822,1.7723,29.42
1.0824,1.7724,29.44
1.0825,1.7725,29.46
1.0827,1.7725,29.48
1.0828,1.7726,29.5
1.083,1.7727,29.52
1.0831,1.7728,29.54
1.0833,1.7729,29.560000000000002
1.0834,1.7730000000000001,29.580000000000002
1.0835,1.7731,29.6
1.0837,1.7732,29.62
1.0838,1.7732,29.64
1.084,1.7733,29.66
1.0841,1.7734,29.68
1.0842,1.7735,29.7
1.0844,1.7736,29.72
1.0845,1.7737,29.740000000000002
1.0847,1.7738,29.76
1.0848,1.7739,29.78
1.0849,1.774,29.8
1.0851,1.7741,29.82
1.0852,1.7742,29.84
1.0853,1.7743,29.86
1.0855,1.7744,29.88
1.0856,1.7745,29.900000000000002
1.0858,1.7746,29.92
1.0859,1.7747,29.94
1.0859999999999999,1.7748,29.96
1.0862,1.7749,29.98
1.0863,1.775,30.0
1.0864,1.7751,30.02
1.0866,1.7752,30.04
1.0867,1.7753,30.060000000000002
1.0868,1.7754,30.080000000000002
1.0869,1.7755,30.1
1.0871,1.7756,30.12
1.0872,1.7757,30.14
1.0873,1.7758,30.16
1.0875,1.7759,30.18
1.0876,1.776,30.2
1.0877,1.7761,30.22
1.0879,1.7762,30.240000000000002
1.088,1.7763,30.26
1.0881,1.7764,30.28
1.0882,1.7765,30.3
1.0884,1.7766,30.32
1.0885,1.7767,30.34
1.0886,1.7768,30.36
1.0887,1.777,30.38
1.0889,1.7771,30.400000000000002
1.089,1.7772,30.42
1.0891,1.7773,30.44
1.0892,1.7774,30.46
1.0894,1.7775,30.48
1.0895,1.7776,30.5
1.0896,1.7778,30.52
1.0897,1.7779,30.54
1.0898,1.778,30.560000000000002
1.09,1.7781,30.580000000000002
1.0901,1.7782,30.6
1.0902,1.7783,30.62
1.0903,1.7784,30.64
1.0904,1.7786,30.66
1.0906,1.7787,30.68
1.0907,1.7788,30.7
1.0908,1.7789,30.72
1.0909,1.7790000000000001,30.740000000000002
1.091,1.7792,30.76
1.0911,1.7793,30.78
1.0913,1.7794,30.8
1.0914,1.7795,30.82
1.0915,1.7797,30.84
1.0916,1.7798,30.86
1.0917,1.7799,30.88
1.0918,1.78,30.900000000000002
1.0919,1.7802,30.92
1.0921,1.7803,30.94
1.0922,1.7804,30.96
1.0923,1.7805,30.98
1.0924,1.7807,31.0
1.0925,1.7808,31.02
1.0926,1.7809,31.04
1.0927,1.7811,31.060000000000002
1.0928,1.7812,31.080000000000002
1.0929,1.7813,31.1
1.0931,1.7814,31.12
1.0932,1.7816,31.14
1.0933,1.7817,31.16
1.0934,1.7818,31.18
1.0935,1.7819999999999998,31.2
1.0936,1.7821,31.220000000000002
1.0937,1.7822,31.240000000000002
1.0938,1.7824,31.26
1.0939,1.7825,31.28
1.094,1.7827,31.3
1.0941,1.7828,31.32
1.0942,1.7829,31.34
1.0943,1.7831,31.36
1.0944,1.7832,31.38
1.0945,1.7833,31.400000000000002
1.0946,1.7835,31.42
1.0947,1.7836,31.44
1.0948,1.7838,31.46
1.0949,1.7839,31.48
1.095,1.784,31.5
1.0951,1.7842,31.52
1.0952,1.7843,31.54
1.0953,1.7845,31.560000000000002
1.0954,1.7846,31.580000000000002
1.0955,1.7848,31.6
1.0956,1.7849,31.62
1.0957,1.7851,31.64
1.0958,1.7852,31.66
1.0959,1.7853,31.68
1.0959999999999999,1.7855,31.7
1.0961,1.7856,31.720000000000002
1.0962,1.7858,31.740000000000002
1.0963,1.7859,31.76
1.0964,1.7861,31.78
1.0965,1.7862,31.8
1.0965,1.7864,31.82
1.0966,1.7865,31.84
1.0967,1.7867,31.86
1.0968,1.7868,31.88
1.0969,1.787,31.900000000000002
1.097,1.7871,31.92
1.0971,1.7873,31.94
1.0972,1.7875,31.96
1.0973,1.7876,31.98
1.0974,1.7878,32.0
1.0974,1.7879,32.02
1.0975,1.7881,32.04
1.0976,1.7882,32.06
1.0977,1.7884,32.08
1.0978,1.7885,32.1
1.0979,1.7887,32.12
1.0979999999999999,1.7889,32.14
1.0979999999999999,1.7890000000000001,32.160000000000004
1.0981,1.7892,32.18
1.0982,1.7893,32.2
1.0983,1.7895,32.22
1.0984,1.7897,32.24
1.0985,1.7898,32.26
1.0985,1.79,32.28
1.0986,1.7902,32.3
1.0987,1.7903,32.32
1.0988,1.7905,32.34
1.0989,1.7906,32.36
1.0989,1.7908,32.38
1.099,1.791,32.4
1.0991,1.7911,32.42
1.0992,1.7913,32.44
1.0992,1.7915,32.46
1.0993,1.7916,32.480000000000004
1.0994,1.7918,32.5
1.0995,1.7919999999999998,32.52
1.0995,1.7921,32.54
1.0996,1.7923,32.56
1.0997,1.7925,32.58
1.0998,1.7927,32.6
1.0998,1.7928,32.62
1.0999,1.7930000000000001,32.64
1.1,1.7932,32.660000000000004
1.1001,1.7933,32.68
1.1001,1.7935,32.7
1.1002,1.7937,32.72
1.1003,1.7939,32.74
1.1003,1.794,32.76
1.1004,1.7942,32.78
1.1005,1.7944,32.8
1.1005,1.7946,32.82
1.1006,1.7947,32.84
1.1007,1.7949,32.86
1.1007,1.7951,32.88
1.1008,1.7953,32.9
1.1009,1.7955,32.92
1.1009,1.7956,32.94
1.101,1.7958,32.96
1.1011,1.796,32.980000000000004
1.1011,1.7962,33.0
1.1012,1.7964,33.02
1.1013,1.7965,33.04
1.1013,1.7967,33.06
1.1014,1.7969,33.08
1.1014,1.7971,33.1
1.1015,1.7973,33.12
1.1016,1.7974,33.14
1.1016,1.7976,33.160000000000004
1.1017,1.7978,33.18
1.1017,1.798,33.2
1.1018,1.7982,33.22
1.1019,1.7984,33.24
1.1019,1.7986,33.26
1.102,1.7987,33.28
1.102,1.7989,33.3
1.1021,1.7991,33.32
1.1021,1.7993,33.34
1.1022,1.7995,33.36
1.1023,1.7997,33.38
1.1023,1.7999,33.4
1.1024,1.8001,33.42
1.1024,1.8003,33.44
1.1025,1.8005,33.46
1.1025,1.8006,33.480000000000004
1.1026,1.8008,33.5
1.1026,1.801,33.52
1.1027,1.8012,33.54
1.1027,1.8014,33.56
1.1028,1.8016,33.58
1.1028,1.8018,33.6
1.1029,1.8019999999999998,33.62
1.1029,1.8022,33.64
1.103,1.8024,33.660000000000004
1.103,1.8026,33.68
1.1031,1.8028,33.7
1.1031,1.8030000000000002,33.72
1.1032,1.8032,33.74
1.1032,1.8034,33.76
1.1032,1.8036,33.78
1.1033,1.8038,33.8
1.1033,1.804,33.82
1.1034,1.8042,33.84
1.1034,1.8044,33.86
1.1035,1.8046,33.88
1.1035,1.8048,33.9
1.1035,1.805,33.92
1.1036,1.8052,33.94
1.1036,1.8054,33.96
1.1037,1.8056,33.980000000000004
1.1037,1.8058,34.0
1.1037,1.806,34.02
1.1038,1.8062,34.04
1.1038,1.8064,34.06
1.1039,1.8066,34.08
1.1039,1.8068,34.1
1.1039,1.8071,34.12
1.104,1.8073,34.14
1.104,1.8075,34.160000000000004
1.104,1.8077,34.18
1.1041,1.8079,34.2
1.1041,1.8081,34.22
1.1041,1.8083,34.24
1.1042,1.8085,34.26
1.1042,1.8087,34.28
1.1042,1.8089,34.300000000000004
1.1043,1.8091,34.32
1.1043,1.8094,34.34
1.1043,1.8096,34.36
1.1044,1.8098,34.38
1.1044,1.81,34.4
1.1044,1.8102,34.42
1.1044,1.8104,34.44
1.1045,1.8106,34.46
1.1045,1.8109,34.480000000000004
1.1045,1.8111,34.5
1.1045,1.8113,34.52
1.1046,1.8115,34.54
1.1046,1.8117,34.56
1.1046,1.8119,34.58
1.1046,1.8122,34.6
1.1047,1.8124,34.62
1.1047,1.8126,34.64
1.1047,1.8128,34.660000000000004
1.1047,1.8130000000000002,34.68
1.1048,1.8133,34.7
1.1048,1.8135,34.72
1.1048,1.8137,34.74
1.1048,1.8139,34.76
1.1048,1.8141,34.78
1.1049,1.8144,34.800000000000004
1.1049,1.8146,34.82
1.1049,1.8148,34.84
1.1049,1.815,34.86
1.1049,1.8153,34.88
1.105,1.8155,34.9
1.105,1.8157,34.92
1.105,1.8159,34.94
1.105,1.8162,34.96
1.105,1.8164,34.980000000000004
1.105,1.8166,35.0
1.105,1.8168,35.02
1.1051,1.8171,35.04
1.1051,1.8173,35.06
1.1051,1.8175,35.08
1.1051,1.8177,35.1
1.1051,1.818,35.12
1.1051,1.8182,35.14
1.1051,1.8184,35.160000000000004
1.1051,1.8187,35.18
1.1051,1.8189,35.2
1.1052,1.8191,35.22
1.1052,1.8194,35.24
1.1052,1.8196,35.26
1.1052,1.8198,35.28
1.1052,1.8201,35.300000000000004
1.1052,1.8203,35.32
1.1052,1.8205,35.34
1.1052,1.8208,35.36
1.1052,1.821,35.38
1.1052,1.8212,35.4
1.1052,1.8215,35.42
1.1052,1.8217,35.44
1.1052,1.8219,35.46
1.1052,1.8222,35.480000000000004
1.1052,1.8224,35.5
1.1052,1.8226,35.52
1.1052,1.8229,35.54
1.1052,1.8231,35.56
1.1052,1.8234,35.58
1.1052,1.8236,35.6
1.1052,1.8238,35.62
1.1052,1.8241,35.64
1.1052,1.8243,35.660000000000004
1.1052,1.8246,35.68
1.1052,1.8248,35.7
1.1052,1.825,35.72
1.1052,1.8253,35.74
1.1052,1.8255,35.76
1.1052,1.8258,35.78
1.1052,1.8259999999999998,35.800000000000004
1.1052,1.8262,35.82
1.1052,1.8265,35.84
1.1052,1.8267,35.86
1.1052,1.827,35.88
1.1051,1.8272,35.9
1.1051,1.8275,35.92
1.1051,1.8277,35.94
1.1051,1.828,35.96
1.1051,1.8282,35.980000000000004
1.1051,1.8285,36.0
1.1051,1.8287,36.02
1.1051,1.8289,36.04
1.1051,1.8292,36.06
1.1051,1.8294,36.08
1.105,1.8297,36.1
1.105,1.8299,36.12
1.105,1.8302,36.14
1.105,1.8304,36.160000000000004
1.105,1.8307,36.18
1.105,1.8309,36.2
1.1049,1.8312,36.22
1.1049,1.8314,36.24
1.1049,1.8317,36.26
1.1049,1.8319,36.28
1.1049,1.8322,36.300000000000004
1.1049,1.8324,36.32
1.1048,1.8327,36.34
