t,theta_1,theta_2,omega_1,omega_2,f_torque1,f_torque2,c_torque1,c_torque2,e_theta1,e_theta2
1.387800693511963,0.8249508301403861,1.7175086458458206,0.180613,-0.31878236,1.222704,-1.3892937,0,0,1.4155501119593303,2.3265046885117138
1.4067466259002686,0.828762368359838,1.7108815630211136,0.20609611,-0.3492702,1.320253,-1.3399506,0,0,1.4216860351108727,2.323436726935942
1.429685115814209,0.8322162787106375,1.7053478678001663,0.20721509,-0.31203768,1.3962394,-1.34274,0,0,1.4293559390503008,2.3203687653601714
1.4536211490631104,0.8408871452000479,1.6926053484215042,0.23945044,-0.28387007,1.4937425,-1.3144112,0,0,1.435491862201843,2.315766822996514
1.4785537719726562,0.845639900365148,1.6880029161705277,0.23163661,-0.18604612,1.4869541,-1.3455915,0,0,1.4416277853533863,2.3111648806328575
1.5184552669525146,0.858903364339147,1.6768845041527054,0.22698739,-0.11746215,1.3878781,-1.3586712,0,0,1.4523656508685852,2.3034949766934294
1.5373971462249756,0.8591885129597525,1.6768845041527054,0.24561106,-0.11746215,1.3842064,-1.3586712,0,0,1.4554336124443568,2.300427015117658
1.5553486347198486,0.8680255571987967,1.670972677065303,0.25150114,-0.2222137,1.5301001,-1.4913273,0,0,1.4585015740201284,2.297359053541886
1.5782873630523682,0.8729697028782706,1.6655415018333695,0.282821,-0.30127835,1.6400784,-1.3969803,0,0,1.4631035163837849,2.2927571111782297
1.6042566299438477,0.8815770904209952,1.6556795557274124,0.30149394,-0.32889104,1.6209108,-1.3323259,0,0,1.470773420323213,2.2866211880266873
1.6272907257080078,0.8835760513928275,1.653694959474971,0.2634709,-0.20844354,1.5582091,-1.3417482,0,0,1.4784433242626411,2.28201924566303
1.6502680778503418,0.8940652767804007,1.6451667269005081,0.2386367,-0.19165088,1.4829111,-1.4166307,0,0,1.4830452666262985,2.2774173032993734
1.692368984222412,0.9051344553616385,1.633229108644893,0.23912033,-0.2557025,1.6638148,-1.3798714,0,0,1.4907151705657267,2.2682134185720595
1.716336965560913,0.9095608154919486,1.6286257227196,0.291305,-0.28837872,1.7287737,-1.387217,0,0,1.496851093717269,2.262077495420517
1.7393338680267334,0.9137283126499991,1.624224515749385,0.2640773,-0.25735387,1.7559022,-1.376524,0,0,1.5029870168688113,2.255941572268974
